轮数,主队,客队,主队积分,客队积分,主队排名,客队排名,威廉希尔1,威廉希尔2,威廉希尔3,威廉希尔4,威廉希尔5,威廉希尔6,立博1,立博2,立博3,立博4,立博5,立博6,澳门1,澳门2,澳门3,澳门4,澳门5,澳门6,盘,主队得分,客队得分
11,伯明翰,布莱克,17,8,7,22,1.91,3.30,3.75,2.20,3.40,3.50,1.95,3.40,3.80,2.15,3.10,3.60,1.100↑,半球,0.720↓,0.960,半球,0.860,赢,1,0
11,伊普斯,哈德斯,13,22,13,1,2.50,3.20,2.60,2.80,3.10,2.80,2.62,3.20,2.70,2.70,2.90,2.80,0.900,平手,0.920,0.900,平手,0.920,输,0,1
11,雷  丁,德比郡,17,9,9,20,2.50,3.20,2.90,2.90,3.10,2.70,2.50,3.10,2.90,2.90,3.00,2.60,1.000↑,平手,0.820↓,0.860,平手,0.960,走盘,1,1
11,普雷斯,维  拉,10,10,19,17,3.10,3.10,2.40,3.40,3.30,2.25,3.00,3.25,2.38,3.25,3.20,2.25,0.880↓,受平手/半球,0.940↑,0.960,受平手/半球,0.860,赢,2,0
11,利  兹,巴恩斯,13,16,14,10,2.15,3.20,3.20,2.10,3.50,3.60,2.15,3.40,3.30,2.10,3.25,3.50,0.780↓,平手/半球,1.040↑,0.820,平手/半球,1.000,赢,2,1
11,狼  队,诺维奇,15,20,11,2,2.80,3.30,2.50,3.00,3.30,2.50,2.80,3.30,2.40,2.90,3.30,2.40,1.080↑,平手,0.740↓,1.060,平手,0.760,输,1,2
12,加的夫,布里斯,8,20,23,5,2.62,3.25,2.70,2.80,3.20,2.70,2.62,3.20,2.70,2.62,3.25,2.70,0.920↓,平手,0.900↑,1.040,平手,0.780,赢,2,1
12,诺丁汉,伯明翰,12,20,18,6,2.25,3.30,3.20,2.50,3.40,2.87,2.15,3.30,3.30,2.50,3.30,2.80,0.820↓,平手x降,1.000↑,0.920,平手/半球,0.900,赢,3,1
12,维  冈,伯 顿,9,13,22,16,2.15,3.25,3.50,2.10,3.30,3.80,2.10,3.25,3.60,2.00,3.30,3.75,0.720↓,平手/半球,1.100↑,0.800,平手/半球,1.020,输半,0,0
12,纽  卡,布伦特,22,18,3,7,1.60,4.00,5.50,1.57,4.20,6.00,1.60,4.00,5.50,1.62,4.00,5.25,1.020↑,一球,0.800↓,0.920,一球,0.900,赢,3,1
12,巡游者,雷  丁,15,18,14,8,2.38,3.25,3.00,2.80,3.10,2.75,2.30,3.25,3.10,2.62,3.10,2.70,1.200↑,平手/半球,0.620↓,1.000,平手/半球,0.820,输半,1,1
12,诺维奇,罗瑟汉,23,6,2,24,1.36,4.80,8.50,1.36,5.00,9.00,1.36,4.75,9.00,1.35,5.00,8.50,1.000,球半,0.820,1.000,球半,0.820,赢,3,1
12,德比郡,利  兹,10,16,21,11,1.80,3.40,4.75,1.95,3.40,4.33,1.91,3.30,4.20,1.91,3.30,4.20,0.860↑,半球,0.960↓,0.800,半球,1.020,赢,1,0
12,布赖顿,普雷斯,21,13,4,18,1.62,3.60,6.00,1.67,3.75,5.50,1.65,3.60,5.50,1.67,3.50,5.50,0.860↓,半球/一球,0.960↑,0.880,半球/一球,0.940,输,2,2
12,巴恩斯,富勒姆,16,14,10,15,2.40,3.50,2.80,2.75,3.60,2.50,2.40,3.40,2.80,2.80,3.30,2.40,0.860↑,平手,0.960↓,0.820,平手,1.000,输,2,4
12,布莱克,伊普斯,8,13,23,17,2.50,3.20,2.90,2.50,3.10,3.10,2.40,3.20,3.00,2.50,3.00,3.00,1.120↑,平手/半球,0.700↓,1.060,平手/半球,0.760,输半,0,0
12,维  拉,狼  队,10,15,22,14,2.00,3.40,3.75,1.91,3.50,4.33,2.00,3.40,3.60,2.05,3.20,3.80,0.920,半球,0.900,0.920,半球,0.900,输,1,1
12,哈德斯,谢周三,25,17,3,10,2.50,3.20,2.88,2.62,3.10,2.90,2.40,3.25,2.90,2.60,3.00,2.88,0.820↑,平手,1.000↓,0.740,平手,1.080,输,0,1
13,巡游者,布里斯,16,20,14,5,2.40,3.10,2.60,3.10,3.30,2.40,2.40,3.30,2.80,3.00,3.25,2.40,0.780↓,受平手/半球x降,1.040↑,0.880,平手,0.940,赢,1,0
13,德比郡,布伦特,13,18,19,9,1.83,3.20,3.75,1.95,3.40,4.33,1.91,3.60,3.80,1.91,3.40,4.20,0.860,半球,0.960,0.860,半球,0.960,输,0,0
13,利  兹,维  冈,16,10,13,22,2.00,3.10,3.30,2.10,3.30,3.80,2.05,3.30,3.60,2.05,3.20,3.80,1.060,半球,0.760,1.060,半球,0.760,输,1,1
13,伯明翰,罗瑟汉,20,6,6,24,1.61,3.50,4.50,1.67,3.80,5.50,1.67,3.60,5.00,1.62,3.80,5.50,0.760↓,半球/一球,1.060↑,0.800,半球/一球,1.020,赢,4,2
13,巴恩斯,纽  卡,16,25,11,2,4.50,3.50,1.61,6.00,4.00,1.61,4.75,3.80,1.67,5.25,4.00,1.62,0.800↓,受一球x降,1.020↑,1.020,受半球/一球,0.800,输,0,2
13,布赖顿,狼  队,22,16,4,12,1.83,3.20,3.75,1.91,3.50,4.33,1.80,3.60,4.50,1.91,3.30,4.20,0.920↑,半球,0.900↓,0.820,半球,1.000,赢,1,0
13,布莱克,诺丁汉,9,15,23,15,2.50,3.10,2.50,2.62,3.30,2.80,2.40,3.40,2.75,2.50,3.25,2.80,0.900↓,平手x降,0.920↑,1.020,平手/半球,0.800,赢,2,1
13,伊普斯,伯 顿,14,14,17,16,2.00,3.10,3.30,2.05,3.30,4.00,1.95,3.30,4.00,2.05,3.10,3.80,1.000↑,半球,0.820↓,0.980,半球,0.840,赢,2,0
13,富勒姆,诺维奇,17,26,10,1,3.00,3.20,2.10,3.00,3.40,2.40,3.00,3.50,2.25,2.90,3.40,2.30,0.860↑,受平手/半球,0.960↓,0.840,受平手/半球,0.980,赢半,2,2
13,雷  丁,维  拉,19,11,8,20,2.60,3.10,2.40,2.70,3.20,2.80,2.40,3.20,2.90,2.62,3.10,2.80,0.860↑,平手,0.960↓,0.840,平手,0.980,输,1,2
13,普雷斯,哈德斯,14,25,19,4,2.60,3.10,2.40,2.70,3.20,2.80,2.80,3.20,2.50,2.70,3.10,2.75,0.860↓,平手,0.960↑,0.880,平手,0.940,赢,3,1
13,加的夫,谢周三,11,20,23,7,2.60,3.10,2.40,2.90,3.20,2.50,2.62,3.20,2.70,2.75,3.10,2.60,0.940↑,平手x升,0.880↓,0.820,受平手/半球,1.000,走盘,1,1
14,伯 顿,伯明翰,14,23,19,5,2.62,3.20,2.75,2.87,3.25,2.60,2.62,3.20,2.70,3.00,3.20,2.60,1.000↑,平手,0.820↓,0.900,平手,0.920,赢,2,0
14,罗瑟汉,雷  丁,6,19,24,10,3.75,3.40,2.10,3.30,3.40,2.25,3.00,3.30,2.38,3.00,3.40,2.30,0.920,受平手/半球,0.900,0.920,受平手/半球,0.900,输,0,1
14,维  冈,布赖顿,11,25,23,3,3.20,3.20,2.30,3.10,3.30,2.40,3.30,3.10,2.25,3.00,3.20,2.40,1.020↑,平手x升,0.800↓,0.860,受平手/半球,0.960,输,0,1
14,谢周三,巡游者,21,19,6,9,1.80,3.50,4.60,1.70,3.75,5.50,1.80,3.50,4.50,1.67,3.80,5.00,0.860↓,半球/一球,0.960↑,0.980,半球/一球,0.840,赢半,1,0
14,布伦特,巴恩斯,19,16,8,16,2.10,3.40,3.30,1.67,4.20,5.00,2.05,3.30,3.60,1.62,4.00,4.75,0.800↓,半球/一球x升,1.020↑,0.820,半球,1.000,输,0,2
14,狼  队,利  兹,16,17,17,15,2.15,3.40,3.60,2.15,3.40,3.60,2.15,3.30,3.30,2.10,3.25,3.60,1.060↑,半球,0.760↓,1.020,半球,0.800,输,0,1
14,布里斯,布莱克,20,12,7,21,1.91,3.50,4.00,1.75,3.80,4.80,1.85,3.50,4.20,1.75,3.60,4.50,0.700↓,半球,1.120↑,0.760,半球,1.060,赢,1,0
14,维  拉,富勒姆,14,18,19,11,2.05,3.40,3.60,2.15,3.60,3.40,2.00,3.40,3.60,2.05,3.40,3.50,1.080↑,半球,0.740↓,1.040,半球,0.780,赢,1,0
14,纽  卡,伊普斯,28,17,1,12,1.50,4.00,7.00,1.50,4.20,7.50,1.53,4.00,6.00,1.48,4.00,7.50,1.060↑,一球/球半,0.760↓,1.000,一球/球半,0.820,赢,3,0
14,哈德斯,德比郡,25,14,4,20,2.60,3.00,2.90,2.75,3.00,2.90,2.60,3.10,2.80,2.70,3.00,2.80,0.900↑,平手,0.920↓,0.820,平手,1.000,赢,1,0
14,诺维奇,普雷斯,27,17,2,14,1.55,4.00,6.00,1.61,4.00,6.00,1.48,4.00,7.00,1.62,4.00,5.25,1.020↑,一球,0.800↓,0.980,一球,0.840,输,0,1
14,诺丁汉,加的夫,15,12,18,22,2.37,3.50,3.00,2.50,3.40,2.90,2.25,3.40,3.00,2.50,3.20,2.80,1.140↑,平手/半球,0.680↓,1.000,平手/半球,0.820,输,1,2
15,巡游者,布伦特,19,19,13,11,2.30,3.00,2.87,2.70,3.20,2.75,2.38,3.25,3.00,2.70,3.25,2.80,0.860↓,平手,0.960↑,0.980,平手,0.840,输,0,2
15,利  兹,伯 顿,20,17,11,15,2.00,3.10,3.40,2.00,3.40,4.00,2.10,3.30,3.60,1.95,3.40,4.00,0.980↓,半球,0.840↑,1.020,半球,0.800,赢,2,0
15,巴恩斯,布里斯,19,23,12,6,2.60,3.20,2.37,3.20,3.60,2.20,2.75,3.30,2.50,3.30,3.50,2.10,0.920↑,受平手/半球,0.900↓,0.880,受平手/半球,0.940,赢半,2,2
15,加的夫,维  冈,15,11,20,23,2.15,3.00,3.10,2.10,3.30,3.80,2.20,3.25,3.40,2.10,3.10,3.75,0.800↓,平手/半球,1.020↑,0.840,平手/半球,0.980,输,0,1
15,伊普斯,罗瑟汉,17,6,17,24,1.65,3.30,4.75,1.73,3.80,5.00,1.67,3.60,5.25,1.75,3.60,4.50,1.000↑,半球/一球,0.820↓,0.840,半球/一球,0.980,输,2,2
15,普雷斯,纽  卡,20,31,10,1,3.75,3.20,1.85,5.00,3.75,1.75,3.80,3.50,1.95,4.75,3.60,1.75,1.060↓,受半球,0.760↑,1.120,受半球,0.700,输,1,2
15,雷  丁,诺丁汉,22,15,9,19,1.95,3.20,3.40,1.91,3.60,4.20,2.05,3.40,3.60,1.91,3.50,3.80,0.900↓,半球,0.920↑,0.960,半球,0.860,赢,2,0
15,富勒姆,哈德斯,18,28,14,3,2.25,3.20,2.75,2.30,3.30,3.30,2.40,3.30,2.90,2.10,3.30,3.50,0.880↓,平手/半球,0.940↑,1.000,平手/半球,0.820,赢,5,0
15,德比郡,谢周三,14,24,21,5,2.37,2.90,2.80,2.50,3.20,3.10,2.40,3.20,2.90,2.38,3.10,3.10,1.060↑,平手/半球,0.760↓,1.040,平手/半球,0.780,赢,2,0
15,布赖顿,诺维奇,28,27,2,4,2.37,3.00,2.75,2.30,3.30,3.30,2.40,3.20,2.90,2.20,3.20,3.40,0.900↓,平手/半球,0.920↑,1.060,平手/半球,0.760,赢,5,0
15,布莱克,狼  队,12,16,23,19,2.50,3.00,2.60,3.10,3.30,2.40,2.62,3.30,2.62,3.00,3.20,2.40,1.080,平手,0.740,1.080,平手,0.740,走盘,1,1
15,伯明翰,维  拉,23,17,8,16,2.50,3.00,2.60,3.10,3.10,2.40,2.62,3.25,2.62,3.10,3.00,2.62,1.060↑,平手,0.760↓,1.000,平手,0.820,走盘,1,1
16,布伦特,富勒姆,22,21,10,11,2.30,3.40,3.00,2.30,3.40,3.20,2.25,3.30,3.20,2.45,3.50,2.90,1.060↑,平手/半球,0.760↓,0.980,平手/半球,0.840,输,0,2
16,狼  队,德比郡,17,17,17,19,2.62,3.10,2.80,2.70,3.20,2.80,2.40,3.10,3.00,2.70,3.10,2.88,0.780↓,平手,1.040↑,0.820,平手,1.000,输,2,3
16,维  冈,雷  丁,14,25,22,5,2.62,3.10,2.80,2.62,3.30,2.80,2.50,3.20,2.80,2.20,3.10,3.40,0.600↓,平手,1.220↑,0.780,平手,1.040,输,0,3
16,纽  卡,加的夫,34,15,1,21,1.50,4.00,7.00,1.44,4.50,8.00,1.53,4.00,6.00,1.53,4.00,6.50,1.180↑,一球/球半,0.640↓,1.000,一球/球半,0.820,输半,2,1
16,诺丁汉,巡游者,15,19,20,15,2.45,3.30,2.87,2.25,3.30,3.40,2.30,3.30,2.90,2.15,3.30,3.30,0.900↓,平手/半球,0.920↑,1.020,平手/半球,0.800,输半,1,1
16,伯 顿,巴恩斯,17,20,19,12,2.50,3.30,2.80,2.25,3.40,3.30,2.40,3.30,2.88,2.05,3.30,3.50,0.760↓,平手/半球,1.060↑,0.860,平手/半球,0.960,输半,0,0
16,诺维奇,利  兹,27,23,4,10,1.75,3.75,4.50,1.91,3.60,4.20,1.70,3.60,4.75,1.85,3.50,4.00,1.120↑,半球/一球,0.700↓,0.980,半球/一球,0.840,输,2,3
16,维  拉,布莱克,18,13,16,23,1.75,3.60,4.75,1.70,3.75,5.50,1.75,3.50,4.50,1.80,3.50,4.50,0.960↑,半球/一球,0.860↓,0.900,半球/一球,0.920,赢半,2,1
16,哈德斯,伯明翰,28,24,3,8,2.15,3.30,3.40,2.10,3.30,3.80,2.10,3.30,3.50,2.05,3.10,3.80,0.800↓,平手/半球,1.020↑,0.860,平手/半球,0.960,输半,1,1
16,谢周三,伊普斯,24,18,9,17,1.80,3.30,5.00,1.73,3.50,5.50,1.75,3.40,5.00,1.75,3.40,5.00,0.660↓,半球,1.160↑,0.720,半球,1.100,输,1,2
16,罗瑟汉,普雷斯,7,20,24,13,3.25,3.50,2.15,3.10,3.40,2.37,3.25,3.40,2.15,3.20,3.40,2.15,0.860↑,受平手/半球,0.960↓,0.780,受平手/半球,1.040,输,1,3
16,布里斯,布赖顿,24,31,6,2,2.60,3.20,2.75,3.00,3.30,2.45,2.50,3.25,2.75,2.80,3.20,2.50,1.000↑,平手,0.820↓,0.980,平手,0.840,输,0,2
17,布赖顿,维  拉,34,21,2,14,1.91,3.30,4.33,1.95,3.20,4.50,1.75,3.50,4.50,1.95,3.30,4.50,1.020↑,半球,0.800↓,0.860,半球,0.960,输,1,1
17,雷  丁,伯 顿,28,18,4,18,1.95,3.50,3.80,2.00,3.40,4.00,1.91,3.50,4.00,2.05,3.30,3.60,0.760↓,平手/半球x降,1.060↑,0.900,半球,0.920,赢,3,0
17,伯明翰,布里斯,25,24,7,9,2.45,3.25,2.90,2.50,3.20,3.00,2.40,3.30,2.90,2.40,3.25,2.88,0.780,平手,1.040,0.780,平手,1.040,赢,1,0
17,布莱克,布伦特,13,22,23,12,2.70,3.30,2.60,2.75,3.20,2.75,2.75,3.30,2.50,2.62,3.25,2.70,1.140↑,平手/半球x升,0.680↓,0.940,平手,0.880,赢,3,2
17,巴恩斯,维  冈,21,14,14,22,2.62,3.40,2.60,2.50,3.20,3.00,2.40,3.30,2.88,2.40,3.30,2.80,1.100↑,平手/半球x升,0.720↓,0.920,平手,0.900,输半,0,0
17,德比郡,罗瑟汉,20,7,16,24,1.50,4.00,7.00,1.44,4.50,7.50,1.62,3.80,5.25,1.40,4.50,7.00,0.980↓,一球/球半,0.840↑,1.000,一球/球半,0.820,赢,3,0
17,普雷斯,狼  队,23,17,11,19,2.45,3.25,2.90,2.40,3.30,3.10,2.50,3.25,2.80,2.30,3.25,3.00,1.020↓,平手/半球,0.800↑,1.060,平手/半球,0.760,输半,0,0
17,加的夫,哈德斯,15,29,21,3,2.40,3.20,3.00,2.37,3.20,3.20,2.50,3.20,2.80,2.30,3.10,3.30,0.600↓,平手,1.220↑,0.780,平手,1.040,赢,3,2
17,富勒姆,谢周三,24,24,8,10,2.45,3.25,2.90,2.50,3.40,2.90,2.50,3.30,2.80,2.30,3.30,3.00,1.060↑,平手/半球,0.760↓,1.040,平手/半球,0.780,输半,1,1
17,巡游者,诺维奇,20,27,17,5,3.50,3.30,2.10,3.30,3.30,2.30,2.90,3.30,2.30,3.10,3.30,2.30,0.820↑,受平手/半球x升,1.000↓,0.800,受半球,1.020,赢,2,1
17,伊普斯,诺丁汉,21,16,15,20,2.05,3.40,3.60,2.10,3.40,3.75,2.10,3.30,3.50,2.10,3.40,3.75,1.060↑,半球,0.760↓,1.040,半球,0.780,输,0,2
17,利  兹,纽  卡,26,37,7,1,4.33,3.50,1.85,4.00,3.30,2.05,4.00,3.50,1.85,4.00,3.40,2.05,0.820↓,受半球,1.000↑,0.960,受半球,0.860,输,0,2
18,巴恩斯,诺丁汉,22,19,15,18,2.37,3.30,2.75,2.40,3.30,3.10,2.38,3.40,2.90,2.35,3.40,3.20,1.000↓,平手/半球,0.820↑,1.080,平手/半球,0.740,输,2,5
18,普雷斯,伯 顿,24,18,11,20,1.95,3.20,3.80,2.10,3.30,3.80,1.91,3.30,4.20,2.15,3.25,3.50,1.120↑,半球,0.700↓,0.960,半球,0.860,输,1,1
18,雷  丁,布里斯,31,24,3,10,2.25,3.20,3.00,2.40,3.30,3.10,2.30,3.30,3.00,2.38,3.30,2.90,1.040,平手/半球,0.780,1.040,平手/半球,0.780,赢,2,1
18,维  拉,加的夫,22,18,15,21,1.91,3.30,3.80,1.91,3.40,4.50,1.91,3.40,4.00,2.05,3.10,3.80,0.720↓,平手/半球x降,1.100↑,0.840,半球,0.980,赢,3,1
18,伊普斯,巡游者,21,23,18,13,2.15,3.00,3.40,2.30,3.10,3.50,2.15,3.10,3.50,2.38,3.10,3.20,0.980↑,平手/半球,0.840↓,0.880,平手/半球,0.940,赢,3,0
18,纽  卡,布莱克,40,16,1,22,1.36,4.33,8.00,1.33,5.00,11.00,1.48,4.20,7.00,1.35,5.00,9.00,0.720↓,一球/球半,1.100↑,0.900,一球/球半,0.920,输,0,1
18,布伦特,伯明翰,22,28,14,5,2.20,3.10,3.20,2.10,3.50,3.60,2.20,3.30,3.25,2.05,3.30,3.50,1.040↑,半球x升,0.780↓,0.960,平手/半球,0.860,输,1,2
18,布赖顿,富勒姆,35,25,2,8,1.91,3.30,3.80,1.91,3.60,4.20,2.00,3.30,3.75,1.95,3.40,3.80,1.120↑,半球/一球x升,0.700↓,0.900,半球,0.920,赢半,2,1
18,狼  队,谢周三,18,25,19,9,2.70,2.90,2.70,2.80,3.10,2.70,2.70,3.10,2.62,3.00,3.10,2.40,0.620↓,受平手/半球x降,1.200↑,0.900,平手,0.920,输,0,2
18,德比郡,诺维奇,23,27,12,6,2.15,3.20,3.20,2.10,3.40,3.75,2.25,3.25,3.25,2.05,3.40,3.50,0.780↓,平手/半球,1.040↑,0.880,平手/半球,0.940,赢,1,0
18,罗瑟汉,利  兹,7,26,24,7,3.75,3.30,1.91,3.75,3.30,2.05,3.50,3.40,2.05,3.60,3.50,1.95,1.120↓,受平手/半球,0.700↑,1.140,受平手/半球,0.680,输,1,2
18,哈德斯,维  冈,29,15,6,23,2.00,3.20,3.60,1.95,3.30,4.50,2.05,3.30,3.60,1.95,3.40,4.50,0.840↓,半球,0.980↑,1.000,半球,0.820,输,1,2
19,巡游者,狼  队,23,18,15,21,2.40,3.10,3.10,2.50,3.25,3.00,2.38,3.20,3.00,2.60,3.30,2.90,1.100↑,平手/半球,0.720↓,1.060,平手/半球,0.760,输,1,2
19,诺丁汉,纽  卡,22,40,17,1,4.50,3.75,1.75,4.33,3.75,1.85,4.20,3.60,1.83,4.60,3.75,1.80,1.060↑,受半球x升,0.760↓,0.920,受半球/一球,0.900,赢,2,1
19,诺维奇,布伦特,27,22,8,17,1.85,3.75,4.00,2.00,3.60,3.80,2.05,3.50,3.40,1.95,3.50,3.80,0.980↑,半球,0.840↓,0.920,半球,0.900,赢,5,0
19,富勒姆,雷  丁,25,34,10,3,2.20,3.40,3.20,1.95,3.60,4.00,2.20,3.40,3.10,1.85,3.50,4.00,0.920↓,半球,0.900↑,1.000,半球,0.820,赢,5,0
19,加的夫,布赖顿,18,38,23,2,3.30,3.20,2.25,3.40,3.10,2.37,3.40,3.30,2.10,3.20,3.10,2.30,1.240↑,平手,0.580↓,1.100,平手,0.720,走盘,0,0
19,伯 顿,罗瑟汉,19,7,20,24,1.91,3.50,4.00,1.75,3.80,4.80,1.85,3.50,4.00,1.67,3.80,5.00,0.880↓,半球/一球,0.940↑,1.020,半球/一球,0.800,赢半,2,1
19,谢周三,普雷斯,28,25,7,12,1.80,3.40,4.75,1.95,3.40,4.33,1.85,3.40,4.33,1.85,3.40,4.33,1.120↑,半球/一球,0.700↓,1.020,半球/一球,0.800,赢半,2,1
19,布莱克,哈德斯,19,29,21,6,2.50,3.20,2.87,2.75,3.20,2.75,2.40,3.40,2.80,2.75,3.20,2.62,0.640↓,受平手/半球x降,1.180↑,0.800,平手,1.020,赢半,1,1
19,布里斯,伊普斯,24,24,14,15,2.15,3.25,3.50,2.10,3.30,3.80,2.10,3.25,3.50,2.05,3.25,3.80,1.040↑,半球,0.780↓,0.960,半球,0.860,赢,2,0
19,维  冈,德比郡,18,26,22,9,3.00,3.10,2.45,3.60,3.25,2.20,3.00,3.10,2.40,3.50,3.10,2.15,0.680↓,受半球x降,1.140↑,0.840,受平手/半球,0.980,输,0,1
19,伯明翰,巴恩斯,31,22,4,18,1.91,3.50,4.00,2.00,3.60,3.80,1.91,3.50,4.00,2.10,3.40,3.40,0.800↓,平手/半球x降,1.020↑,0.860,半球,0.960,输,0,3
19,利  兹,维  拉,29,25,5,11,2.40,3.20,3.00,2.80,3.10,2.80,2.40,3.20,3.00,2.88,3.00,2.62,0.910↑,平手,0.910↓,0.800,平手,1.020,赢,2,0
20,布赖顿,利  兹,39,32,2,4,1.85,3.40,4.40,1.85,3.30,5.00,1.70,3.60,5.00,1.80,3.50,5.00,0.780↓,半球,1.040↑,0.820,半球,1.000,赢,2,0
20,布伦特,伯 顿,22,22,18,19,2.05,3.40,3.60,2.10,3.50,3.50,1.85,3.40,4.33,2.00,3.50,3.60,1.060↑,半球,0.760↓,1.020,半球,0.800,赢,2,1
20,哈德斯,布里斯,30,27,8,11,2.50,3.20,2.87,2.25,3.30,3.40,2.38,3.30,3.00,2.10,3.30,3.50,0.880↓,平手/半球,0.940↑,1.000,平手/半球,0.820,赢,2,1
20,维  拉,维  冈,25,18,15,23,1.80,3.40,4.75,1.73,3.60,5.50,1.85,3.40,4.20,1.67,3.60,5.50,0.940↓,半球/一球,0.880↑,1.000,半球/一球,0.820,赢半,1,0
20,伊普斯,加的夫,24,19,16,22,2.30,3.20,3.20,2.50,3.00,3.20,2.00,3.30,3.75,2.38,3.00,3.20,0.640↓,平手,1.180↑,0.740,平手,1.080,走盘,1,1
20,罗瑟汉,巡游者,7,23,24,17,3.20,3.30,2.25,3.30,3.30,2.30,3.10,3.30,2.30,3.10,3.30,2.25,1.240↑,平手x升,0.580↓,0.900,受平手/半球,0.920,赢,1,0
20,纽  卡,伯明翰,40,31,2,5,1.50,4.20,6.50,1.44,4.50,8.00,1.57,4.00,6.00,1.40,4.50,8.00,0.880↓,一球/球半,0.940↑,0.980,一球/球半,0.840,赢,4,0
20,狼  队,富勒姆,21,28,20,10,2.60,3.30,2.70,2.80,3.50,2.50,2.40,3.25,2.88,2.60,3.40,2.60,0.940↓,平手,0.880↑,1.060,平手,0.760,走盘,4,4
20,雷  丁,谢周三,34,31,3,6,2.80,3.10,2.62,2.80,3.10,2.75,2.62,3.20,2.70,2.80,3.10,2.50,1.000↑,平手,0.820↓,0.960,平手,0.860,赢,2,1
20,巴恩斯,诺维奇,25,30,12,7,3.40,3.60,2.05,3.40,3.40,2.20,3.10,3.50,2.20,3.10,3.60,2.15,0.980,受平手/半球,0.840,0.980,受平手/半球,0.840,赢,2,1
20,普雷斯,布莱克,25,20,14,21,2.40,3.10,3.10,2.10,3.30,3.80,2.25,3.10,3.30,2.15,3.20,3.50,0.860,平手/半球,0.960,0.860,平手/半球,0.960,赢,3,2
20,德比郡,诺丁汉,29,25,10,15,1.80,3.50,4.60,1.83,3.40,5.00,1.95,3.30,3.80,1.75,3.50,5.00,1.080↑,半球/一球,0.740↓,0.960,半球/一球,0.860,赢,3,0
21,布里斯,布伦特,27,25,14,15,2.20,3.20,2.80,2.15,3.60,3.30,2.10,3.50,3.30,2.05,3.50,3.50,0.840,平手/半球,0.980,0.840,平手/半球,0.980,输,0,1
21,利  兹,雷  丁,32,37,6,3,2.30,3.20,2.62,2.10,3.30,3.75,2.30,3.30,3.00,2.00,3.25,3.80,1.060↑,半球x升,0.760↓,0.900,平手/半球,0.920,赢,2,0
21,布莱克,布赖顿,20,42,21,2,3.00,3.20,2.10,3.80,3.30,2.10,3.50,3.40,2.05,3.60,3.25,2.10,0.840↓,受半球,0.980↑,0.860,受半球,0.960,输,2,3
21,富勒姆,罗瑟汉,29,10,10,24,1.53,3.60,5.00,1.35,5.50,8.50,1.62,4.00,5.00,1.30,5.50,9.00,0.900↑,球半x升,0.920↓,0.880,一球/球半,0.940,输,2,1
21,加的夫,狼  队,20,22,22,19,2.30,3.20,2.62,2.37,3.25,3.20,2.50,3.30,2.80,2.25,3.30,3.20,0.960↓,平手/半球,0.860↑,1.000,平手/半球,0.820,赢,2,1
21,伯 顿,哈德斯,22,33,20,4,2.62,3.20,2.30,2.80,3.20,2.70,2.62,3.30,2.62,2.80,3.10,2.50,1.020↑,平手,0.800↓,0.900,平手,0.920,输,0,1
21,伯明翰,伊普斯,31,25,8,17,2.15,3.20,2.90,2.25,3.10,3.60,2.40,3.10,3.00,2.15,3.10,3.50,0.880↓,平手/半球,0.940↑,1.000,平手/半球,0.820,赢,2,1
21,诺维奇,维  拉,30,28,9,13,2.25,3.20,2.75,2.25,3.20,3.50,2.40,3.30,2.90,2.20,3.20,3.40,0.900↓,平手/半球,0.920↑,1.000,平手/半球,0.820,赢,1,0
21,谢周三,巴恩斯,31,28,7,11,1.91,3.20,3.50,1.75,3.75,5.00,1.67,3.80,5.00,1.75,3.50,4.75,0.960↑,半球/一球,0.860↓,0.920,半球/一球,0.900,赢,2,0
21,维  冈,纽  卡,18,43,23,2,4.50,3.50,1.61,5.50,3.80,1.67,4.20,3.60,1.80,5.00,3.60,1.70,1.000↑,受半球/一球,0.820↓,0.960,受半球/一球,0.860,输,0,2
21,诺丁汉,普雷斯,25,28,16,12,2.20,3.20,2.80,2.50,3.30,3.00,2.25,3.30,3.10,2.40,3.25,3.00,1.060↑,平手/半球,0.760↓,0.960,平手/半球,0.860,输半,1,1
21,巡游者,德比郡,23,32,18,10,3.00,3.20,2.10,3.60,3.30,2.20,3.10,3.25,2.30,3.30,3.25,2.20,0.960,受平手/半球,0.860,0.960,受平手/半球,0.860,输,0,1
22,诺维奇,哈德斯,33,36,9,4,1.95,3.60,3.75,1.95,3.60,4.00,1.91,3.50,3.80,1.83,3.70,4.50,1.020↑,半球,0.800↓,0.980,半球,0.840,输,1,2
22,利  兹,布伦特,35,28,6,14,2.05,3.40,3.60,2.25,3.30,3.40,2.10,3.30,3.50,2.15,3.30,3.30,0.860,平手/半球,0.960,0.860,平手/半球,0.960,赢,1,0
22,布莱克,雷  丁,20,37,22,4,2.70,3.25,2.62,2.40,3.30,3.10,2.75,3.30,2.50,2.30,3.30,3.00,0.680↓,平手,1.140↑,0.820,平手,1.000,输,2,3
22,谢周三,罗瑟汉,34,10,7,24,1.40,4.50,8.00,1.40,4.80,8.50,1.40,4.50,7.50,1.40,4.33,7.50,0.940↓,一球/球半x降,0.880↑,1.000,球半,0.820,输半,1,0
22,诺丁汉,狼  队,26,22,16,20,2.40,3.50,2.80,2.20,3.50,2.80,2.40,3.40,2.80,2.60,3.30,2.62,0.880↑,平手,0.940↓,0.800,平手,1.020,输,0,2
