轮数,主队,客队,主队积分,客队积分,主队排名,客队排名,威廉希尔1,威廉希尔2,威廉希尔3,威廉希尔4,威廉希尔5,威廉希尔6,立博1,立博2,立博3,立博4,立博5,立博6,澳门1,澳门2,澳门3,澳门4,澳门5,澳门6,盘,主队得分,客队得分
22,伯 顿,纽  卡,22,46,21,1,5.00,4.00,1.65,6.00,3.60,1.67,5.00,3.80,1.67,5.25,3.60,1.67,0.700↓,受一球,1.120↑,0.800,受一球,1.020,走盘,1,2
22,布里斯,普雷斯,27,29,15,11,1.95,3.50,3.80,2.10,3.50,3.50,1.85,3.50,4.00,2.00,3.30,3.75,1.020↑,半球,0.800↓,1.000,半球,0.820,输,1,2
22,维  冈,伊普斯,18,25,23,17,2.60,3.00,2.90,2.40,3.10,3.30,2.62,3.10,2.75,2.38,3.00,3.25,1.000↓,平手/半球,0.820↑,1.060,平手/半球,0.760,输,2,3
22,富勒姆,德比郡,32,35,10,5,2.60,3.40,2.62,2.25,3.40,3.25,2.62,3.30,2.62,2.30,3.25,3.10,0.960↓,平手/半球,0.860↑,1.000,平手/半球,0.820,输半,2,2
22,加的夫,巴恩斯,23,28,19,12,2.15,3.30,3.40,2.00,3.50,4.00,2.40,3.30,2.88,1.95,3.40,3.80,0.960↓,半球,0.860↑,1.020,半球,0.800,输,3,4
22,伯明翰,布赖顿,34,45,8,2,3.50,3.10,2.20,4.33,3.25,2.00,3.40,3.25,2.20,3.75,3.25,2.05,1.100↑,受平手/半球,0.720↓,0.960,受平手/半球,0.860,输,1,2
22,巡游者,维  拉,23,28,19,13,3.50,3.10,2.20,3.10,3.25,2.40,3.60,3.25,2.05,3.00,3.10,2.40,0.800↓,受平手/半球,1.020↑,0.940,受平手/半球,0.880,输,0,1
23,布伦特,加的夫,28,23,14,20,2.05,3.50,3.50,2.10,3.60,3.50,2.05,3.20,3.75,2.15,3.30,3.30,0.820,平手/半球,1.000,0.820,平手/半球,1.000,输半,2,2
23,维  拉,伯 顿,31,22,13,21,1.67,3.60,5.50,1.61,3.80,6.00,1.67,3.60,5.25,1.70,3.50,5.25,0.860↑,半球/一球,0.960↓,0.820,半球/一球,1.000,赢半,2,1
23,狼  队,布里斯,25,27,18,16,2.30,3.30,3.10,2.30,3.40,3.20,2.30,3.25,3.00,2.20,3.40,3.10,0.920↓,平手/半球,0.900↑,0.960,平手/半球,0.860,赢,3,2
23,罗瑟汉,维  冈,10,18,24,23,2.90,3.25,2.45,3.00,3.25,2.50,2.90,3.30,2.40,2.90,3.25,2.40,0.760,受平手/半球,1.060,0.760,受平手/半球,1.060,赢,3,2
23,普雷斯,利  兹,32,38,11,5,2.50,3.20,2.90,2.45,3.20,3.10,2.40,3.10,2.90,2.40,3.00,3.10,1.000↑,平手/半球x升,0.820↓,0.780,平手,1.040,输,1,4
23,哈德斯,诺丁汉,39,26,4,17,1.91,3.50,4.00,1.75,3.75,5.00,1.85,3.50,4.20,1.75,3.60,4.50,0.980↓,半球/一球,0.840↑,1.000,半球/一球,0.820,赢半,2,1
23,巴恩斯,布莱克,31,20,12,22,2.25,3.30,3.20,2.15,3.60,3.40,2.20,3.30,3.25,2.20,3.50,3.10,0.860↓,平手/半球,0.960↑,0.920,平手/半球,0.900,赢,2,0
23,伊普斯,富勒姆,28,33,15,9,2.70,3.30,2.60,3.20,3.40,2.30,2.50,3.30,2.75,3.10,3.30,2.30,0.840↑,受平手/半球,0.980↓,0.820,受平手/半球,1.000,输,0,2
23,雷  丁,诺维奇,40,33,3,10,2.62,3.25,2.70,3.10,3.30,2.40,2.50,3.25,2.75,3.00,3.25,2.38,1.120↑,平手,0.700↓,0.960,平手,0.860,赢,3,1
23,纽  卡,谢周三,49,37,1,6,1.67,3.60,5.50,1.73,3.60,5.50,1.70,3.60,5.00,1.70,3.60,5.25,0.960↑,半球/一球,0.860↓,0.880,半球/一球,0.940,输,0,1
23,布赖顿,巡游者,48,23,2,20,1.67,3.60,5.50,1.44,4.20,9.00,1.62,3.80,5.75,1.44,4.33,8.50,1.020,一球/球半x升,0.800,1.020,一球,0.800,赢,3,0
23,德比郡,伯明翰,36,34,8,11,1.67,3.60,5.50,1.73,3.60,5.50,1.75,3.50,4.50,1.73,3.50,5.00,0.900↑,半球/一球,0.920↓,0.880,半球/一球,0.940,赢半,1,0
24,罗瑟汉,伯 顿,13,22,24,21,3.10,3.30,2.40,2.90,3.25,2.45,2.88,3.20,2.50,2.90,3.20,2.40,1.100↑,平手x升,0.720↓,0.780,受平手/半球,1.040,输,1,2
24,维  拉,利  兹,34,41,10,5,1.95,3.50,4.20,2.20,3.00,4.00,1.95,3.30,3.80,2.05,3.10,3.80,0.760↓,平手/半球x降,1.060↑,0.960,半球,0.860,输半,1,1
24,伊普斯,布里斯,28,27,16,17,2.37,3.00,2.70,2.50,3.40,2.87,2.40,3.30,2.90,2.50,3.20,2.80,0.800↓,平手,1.020↑,0.820,平手,1.000,赢,2,1
24,纽  卡,诺丁汉,49,26,2,18,1.36,3.90,8.00,1.33,5.50,9.00,1.36,4.50,8.00,1.33,5.00,9.00,0.920↑,球半x升,0.900↓,0.860,一球/球半,0.960,赢,3,1
24,哈德斯,布莱克,42,20,5,22,1.80,3.40,3.75,1.73,3.80,5.00,1.95,3.50,3.80,1.70,3.60,5.00,0.920↑,半球/一球x升,0.900↓,0.800,半球,1.020,输,1,1
24,德比郡,维  冈,39,18,7,23,1.57,3.50,5.00,1.57,4.00,6.50,1.60,3.75,6.00,1.57,3.60,6.50,1.020↓,一球,0.800↑,1.060,一球,0.760,输,0,0
24,狼  队,巡游者,28,23,16,21,1.80,3.30,3.90,1.73,3.75,5.00,1.95,3.40,3.80,1.70,3.75,4.75,0.880↓,半球/一球x升,0.940↑,0.920,半球,0.900,输,1,2
24,巴恩斯,伯明翰,34,34,10,11,2.37,3.20,2.62,2.30,3.40,3.25,2.40,3.30,2.88,2.20,3.40,3.10,0.900↓,平手/半球,0.920↑,0.960,平手/半球,0.860,输半,2,2
24,普雷斯,谢周三,32,40,13,6,2.50,3.10,2.50,3.25,3.20,2.40,2.50,3.10,2.88,2.90,3.10,2.40,0.780↓,受平手/半球x降,1.040↑,0.960,平手,0.860,赢半,1,1
24,布伦特,诺维奇,29,33,15,12,2.50,3.10,2.50,2.62,3.60,2.62,2.40,3.30,2.80,2.88,3.30,2.40,0.960↑,平手,0.860↓,0.900,平手,0.920,走盘,0,0
24,布赖顿,加的夫,57,33,2,16,1.57,3.50,5.00,1.80,3.50,5.00,1.57,3.80,6.00,1.75,3.40,5.00,1.040↑,半球/一球,0.780↓,0.840,半球/一球,0.980,赢半,1,0
24,雷  丁,富勒姆,46,40,5,9,2.37,3.20,2.62,3.30,3.50,2.20,2.40,3.30,2.88,3.25,3.50,2.15,0.920↑,受平手/半球,0.900↓,0.800,受平手/半球,1.020,赢,1,0
25,伯明翰,布伦特,35,30,11,15,2.25,3.20,2.75,2.37,3.40,3.10,2.40,3.30,2.90,2.30,3.40,2.90,0.960↓,平手/半球,0.860↑,1.020,平手/半球,0.800,输,1,3
25,布里斯,雷  丁,27,43,17,3,2.30,3.20,2.62,2.40,3.50,3.00,2.40,3.30,2.90,2.30,3.30,3.00,1.040↑,平手/半球,0.780↓,0.800,平手/半球,1.020,输,2,3
25,富勒姆,布赖顿,36,51,8,2,2.50,3.10,2.50,2.75,3.25,2.70,2.40,3.30,2.80,2.80,3.10,2.50,0.960↑,平手,0.860↓,0.840,平手,0.980,输,1,2
25,利  兹,罗瑟汉,42,13,5,24,1.44,4.00,5.50,1.61,4.00,6.00,1.55,4.00,6.00,1.57,3.80,6.00,0.960↑,一球,0.860↓,0.780,一球,1.040,赢,3,0
25,谢周三,狼  队,41,28,6,16,1.67,3.40,4.33,2.05,3.50,3.75,1.75,3.50,4.50,2.00,3.25,3.80,0.960↑,半球,0.860↓,0.780,半球,1.040,输,0,0
25,布莱克,纽  卡,21,52,22,1,5.00,3.60,1.53,6.00,3.80,1.61,4.50,3.80,1.75,5.50,3.80,1.62,1.100↑,受半球/一球,0.720↓,1.000,受半球/一球,0.820,赢,1,0
25,伯 顿,普雷斯,25,33,20,13,2.30,3.20,2.62,2.60,3.30,2.80,2.40,3.25,2.90,2.62,3.25,2.70,0.860↑,平手,0.960↓,0.700,平手,1.120,输,0,1
25,维  冈,哈德斯,19,43,23,4,2.75,3.20,2.25,3.00,3.10,2.60,2.90,3.25,2.40,2.90,3.10,2.50,0.720↓,受平手/半球x降,1.100↑,1.120,平手,0.700,输,0,1
25,巡游者,伊普斯,26,31,19,14,2.30,3.20,2.62,2.60,3.20,2.90,2.50,3.20,2.88,2.62,3.00,2.80,0.820↑,平手,1.000↓,0.800,平手,1.020,赢,2,1
25,诺维奇,德比郡,34,40,12,7,2.30,3.20,2.62,2.40,3.40,3.00,2.40,3.30,2.90,2.20,3.20,3.30,0.940↓,平手/半球,0.880↑,1.060,平手/半球,0.760,赢,3,0
25,加的夫,维  拉,24,35,21,10,2.75,3.20,2.25,2.70,3.20,2.75,2.90,3.25,2.40,2.62,3.00,2.75,0.920,平手,0.900,0.920,平手,0.900,赢,1,0
25,诺丁汉,巴恩斯,26,35,18,9,2.10,3.20,3.00,2.40,3.20,3.20,2.15,3.50,3.25,2.30,3.40,2.90,0.980,平手/半球,0.840,0.980,平手/半球,0.840,输,0,1
26,雷  丁,巡游者,46,29,3,17,1.83,3.50,4.40,1.91,3.60,4.33,1.80,3.60,4.50,1.83,3.60,4.75,0.860↓,半球x降,0.960↑,1.040,半球/一球,0.780,输,0,1
26,利  兹,德比郡,45,40,5,7,2.40,3.10,3.10,2.60,2.87,3.30,2.25,3.20,3.30,2.55,3.10,3.10,1.020↑,平手/半球x升,0.800↓,0.860,平手,0.960,赢,1,0
26,布里斯,加的夫,27,27,18,19,2.25,3.20,3.30,2.40,3.25,3.20,2.05,3.30,3.60,2.30,3.20,3.10,0.940↑,平手/半球,0.880↓,0.920,平手/半球,0.900,输,2,3
26,伯 顿,维  冈,25,19,21,23,2.30,3.20,3.20,2.45,3.10,3.20,2.20,3.25,3.40,2.40,3.00,3.10,0.660↓,平手x降,1.160↑,0.920,平手/半球,0.900,输,0,2
26,普雷斯,布赖顿,36,54,11,1,3.60,3.40,2.05,3.40,3.30,2.25,3.60,3.40,2.05,3.30,3.20,2.25,0.940↓,受平手/半球,0.880↑,1.000,受平手/半球,0.820,赢,2,0
26,罗瑟汉,诺维奇,13,37,24,9,4.60,3.80,1.73,5.00,4.00,1.70,4.50,3.60,1.75,4.75,4.00,1.65,0.700↓,受一球x降,1.120↑,0.940,受半球/一球,0.880,赢,2,1
26,布伦特,纽  卡,33,52,14,2,3.75,3.40,2.00,3.60,3.50,2.10,3.80,3.40,1.95,3.50,3.30,2.10,1.040↑,受平手/半球x升,0.780↓,0.940,受半球,0.880,输,1,2
26,伯明翰,诺丁汉,35,26,13,20,2.15,3.30,3.40,2.10,3.50,3.60,2.10,3.40,3.40,2.10,3.30,3.50,0.760↓,平手/半球,1.060↑,0.820,平手/半球,1.000,输半,0,0
26,伊普斯,布莱克,31,24,16,22,2.00,3.10,4.20,2.20,3.25,3.60,1.95,3.30,4.00,2.25,3.10,3.30,0.900↑,平手/半球,0.920↓,0.840,平手/半球,0.980,赢,3,2
26,谢周三,哈德斯,42,46,6,5,2.00,3.10,4.20,2.20,3.20,3.60,1.95,3.30,4.00,2.15,3.10,3.60,0.800↓,平手/半球,1.020↑,0.960,平手/半球,0.860,赢,2,0
26,富勒姆,巴恩斯,36,38,10,8,1.75,4.00,4.20,1.57,4.50,5.50,1.80,3.60,4.33,1.55,4.33,5.50,0.860↑,一球x升,0.960↓,0.820,半球/一球,1.000,赢,2,0
26,狼  队,维  拉,29,35,18,12,2.50,3.20,2.88,2.45,3.20,3.10,2.40,3.25,2.90,2.40,3.00,3.10,0.680↓,平手,1.140↑,0.740,平手,1.080,赢,1,0
27,布赖顿,谢周三,54,45,2,6,2.05,3.10,3.60,2.00,3.10,5.00,2.00,3.25,3.80,1.91,3.40,4.60,0.820↓,半球,1.000↑,0.980,半球,0.840,赢,2,1
27,巡游者,富勒姆,32,39,17,8,3.40,3.40,2.00,4.00,3.75,1.91,3.20,3.40,2.15,3.80,3.60,1.91,1.140↑,受平手/半球x升,0.680↓,0.900,受半球,0.920,赢半,1,1
27,加的夫,伯 顿,30,25,18,21,1.75,3.50,4.33,1.83,3.50,4.80,1.80,3.60,4.50,1.85,3.30,4.50,1.080↑,半球/一球,0.740↓,1.020,半球/一球,0.800,赢半,1,0
27,诺丁汉,布里斯,27,27,20,19,2.25,3.40,2.87,2.62,3.40,2.75,2.40,3.50,2.80,2.62,3.20,2.62,0.880,平手,0.940,0.880,平手,0.940,赢,1,0
27,维  冈,布伦特,22,33,23,15,2.45,3.20,2.70,2.70,3.30,2.80,2.60,3.30,2.70,2.62,3.10,2.75,0.900↑,平手,0.920↓,0.800,平手,1.020,赢,2,1
27,德比郡,雷  丁,40,46,8,4,1.80,3.30,4.33,2.00,3.40,4.00,1.85,3.40,4.00,2.00,3.25,3.80,0.720↓,平手/半球x降,1.100↑,0.820,半球,1.000,赢,3,2
27,纽  卡,罗瑟汉,55,16,2,24,1.25,5.50,9.50,1.30,5.50,11.00,1.29,5.50,11.00,1.25,5.25,12.00,1.120↑,球半/两球,0.700↓,0.980,球半/两球,0.840,赢,4,0
27,维  拉,普雷斯,35,39,13,9,2.00,3.10,3.80,2.20,3.10,3.75,1.91,3.25,4.20,2.15,3.10,3.50,1.120↑,半球,0.700↓,1.000,半球,0.820,输,2,2
27,布莱克,伯明翰,24,36,22,12,2.30,3.00,3.10,2.40,3.30,3.10,2.40,3.20,2.90,2.40,3.25,3.00,1.040↑,平手/半球,0.780↓,0.980,平手/半球,0.840,输半,1,1
27,哈德斯,伊普斯,46,34,5,14,1.75,3.25,4.75,1.73,3.60,5.50,1.80,3.40,4.75,1.75,3.40,5.00,0.940↓,半球/一球,0.880↑,0.960,半球/一球,0.860,赢,2,0
27,诺维奇,狼  队,37,32,11,17,2.05,3.25,3.40,2.00,3.60,3.80,1.85,3.50,4.00,2.00,3.40,3.75,1.020↑,半球,0.800↓,1.000,半球,0.820,赢,3,1
27,巴恩斯,利  兹,38,48,11,4,3.10,3.30,2.15,3.10,3.50,2.30,2.90,3.30,2.30,3.00,3.30,2.38,1.160↑,平手x升,0.660↓,0.980,受平手/半球,0.840,赢,3,2
28,利  兹,诺丁汉,48,30,5,19,1.73,3.40,4.50,1.73,3.60,5.50,1.80,3.60,4.50,1.73,3.40,5.00,0.960↓,半球/一球,0.860↑,1.020,半球/一球,0.800,赢,2,0
28,雷  丁,加的夫,49,33,4,16,2.15,3.40,3.30,2.25,3.30,3.50,1.95,3.50,3.60,2.15,3.20,3.50,0.820↓,平手/半球,1.000↑,0.860,平手/半球,0.960,赢,2,1
28,诺维奇,伯明翰,40,37,10,12,1.75,3.60,4.75,1.75,3.75,5.00,1.85,3.50,4.00,1.70,3.60,4.75,0.960,半球/一球,0.860,0.960,半球/一球,0.860,赢,2,0
28,普雷斯,伊普斯,40,34,11,14,2.00,3.40,3.75,1.95,3.40,4.33,2.30,3.40,2.90,1.91,3.30,4.20,0.900,半球,0.920,0.900,半球,0.920,输,1,1
28,罗瑟汉,巴恩斯,16,41,24,8,2.80,3.50,2.40,2.90,3.60,2.40,2.80,3.40,2.40,2.80,3.40,2.40,1.080,平手,0.740,1.080,平手,0.740,输,0,1
28,德比郡,伯 顿,47,34,11,20,1.73,3.60,5.50,1.73,3.50,5.00,1.75,3.60,4.75,1.73,3.50,5.00,0.940↑,半球/一球,0.880↓,0.920,半球/一球,0.900,输,0,0
28,谢周三,布伦特,58,37,6,15,1.95,3.60,4.00,1.83,3.75,4.20,1.83,3.60,4.20,1.80,3.60,4.33,0.820↓,半球,1.000↑,0.920,半球,0.900,输,1,2
28,巡游者,维  冈,37,30,16,22,2.40,3.20,3.20,2.15,3.20,3.80,2.30,3.20,3.20,2.10,3.10,3.60,0.800↓,平手/半球,1.020↑,1.000,平手/半球,0.820,赢,2,1
28,维  拉,布里斯,39,33,17,21,2.05,3.30,3.60,2.05,3.30,4.00,2.05,3.40,3.60,1.95,3.25,4.20,1.000,半球,0.820,1.000,半球,0.820,赢,2,0
28,布赖顿,纽  卡,71,70,1,2,2.40,3.20,3.00,2.50,3.10,3.10,2.40,3.30,2.90,2.50,3.20,3.10,1.040↑,平手/半球x升,0.780↓,0.760,平手,1.060,输,1,2
28,富勒姆,布莱克,60,38,7,22,1.53,3.80,5.50,1.57,4.20,6.00,1.48,4.33,6.50,1.55,4.00,6.00,0.940↑,一球,0.880↓,0.840,一球,0.980,输,2,2
28,狼  队,哈德斯,55,78,15,5,2.75,3.20,2.40,3.00,3.20,2.40,2.88,3.30,2.40,2.80,3.20,2.50,0.880↓,受平手/半球x降,0.940↑,1.020,平手,0.800,输,0,1
29,诺丁汉,罗瑟汉,30,16,19,24,1.73,3.40,4.00,1.75,4.00,4.60,1.80,3.75,4.20,1.67,3.80,4.75,0.900↑,半球/一球x升,0.920↓,0.820,半球,1.000,赢,2,0
29,加的夫,普雷斯,33,41,16,10,2.30,3.20,2.62,2.25,3.30,3.40,2.40,3.30,2.90,2.15,3.10,3.50,0.860↑,平手/半球x升,0.960↓,0.780,平手,1.040,赢,2,0
29,布里斯,谢周三,27,45,21,6,2.75,3.20,2.25,2.90,3.20,2.60,2.62,3.20,2.70,2.70,3.20,2.62,1.000↓,平手,0.820↑,1.040,平手,0.780,走盘,2,2
29,伊普斯,德比郡,35,43,14,9,2.62,3.20,2.30,3.10,3.20,2.50,3.00,3.20,2.38,3.10,3.10,2.40,0.760↓,受平手/半球,1.060↑,0.820,受平手/半球,1.000,输,0,3
29,布伦特,维  拉,33,36,15,13,2.50,3.10,2.50,2.90,3.20,2.62,2.40,3.25,2.90,2.80,3.20,2.50,1.040↑,平手,0.780↓,0.820,平手,1.000,赢,3,0
29,伯明翰,雷  丁,37,52,12,3,2.60,3.10,2.40,2.60,3.25,2.87,2.50,3.40,2.62,2.40,3.25,2.90,0.800↓,平手,1.020↑,0.840,平手,0.980,输,0,1
29,巴恩斯,狼  队,44,32,7,18,2.30,3.20,2.62,2.87,3.50,2.45,2.50,3.40,2.62,2.80,3.50,2.38,0.840↓,受平手/半球x降,0.980↑,0.980,平手,0.840,输,1,3
29,纽  卡,巡游者,58,33,2,19,1.33,4.00,8.00,1.40,4.50,9.00,1.36,4.75,8.50,1.36,4.50,9.50,0.840↑,一球/球半,0.980↓,0.820,一球/球半,1.000,输,2,2
29,布莱克,利  兹,25,51,23,4,2.75,3.20,2.25,3.30,3.30,2.30,2.90,3.30,2.40,3.40,3.10,2.25,0.920↑,受平手/半球,0.900↓,0.760,受平手/半球,1.060,输,1,2
29,伯 顿,富勒姆,28,40,21,11,3.50,3.20,1.91,4.20,3.60,1.91,3.80,3.60,1.91,4.00,3.60,1.85,0.980↑,受半球,0.840↓,0.860,受半球,0.960,输,0,2
29,哈德斯,布赖顿,49,60,5,1,2.90,3.20,2.50,2.80,3.10,2.75,2.90,3.20,2.40,2.75,3.10,2.88,0.820↓,平手,1.000↑,0.980,平手,0.840,赢,3,1
29,维  冈,诺维奇,25,46,23,7,2.80,3.20,2.20,3.20,3.20,2.40,2.90,3.20,2.40,3.25,3.10,2.30,0.820,受平手/半球,1.000,0.820,受平手/半球,1.000,赢半,2,2
30,维  冈,谢周三,25,46,22,7,3.25,3.25,2.25,3.10,2.87,2.75,3.30,3.20,2.25,3.10,3.00,2.62,1.000↑,平手x升,0.820↓,0.780,受平手/半球,1.040,输,0,1
30,伊普斯,雷  丁,35,55,17,3,2.50,3.20,2.90,2.75,3.10,2.80,2.40,3.20,3.00,2.62,3.00,2.80,0.940,平手,0.880,0.940,平手,0.880,走盘,2,2
30,布里斯,罗瑟汉,28,16,20,24,1.60,4.00,5.50,1.53,4.50,6.00,1.60,3.80,5.75,1.50,4.33,6.00,1.120↑,一球/球半x升,0.700↓,0.960,一球,0.860,输半,1,0
30,布莱克,巡游者,25,34,23,18,2.30,3.20,3.20,2.37,3.25,3.20,2.30,3.20,3.20,2.25,3.20,3.25,1.000↑,平手/半球,0.820↓,0.920,平手/半球,0.900,赢,1,0
30,加的夫,诺维奇,36,43,15,10,2.75,3.20,2.60,2.87,3.25,2.60,2.75,3.25,2.50,2.90,3.10,2.50,1.040↑,平手,0.780↓,1.020,平手,0.800,输,0,1
30,巴恩斯,普雷斯,44,41,8,11,2.62,3.20,2.75,2.80,3.30,2.62,2.62,3.20,2.70,2.62,3.25,2.62,1.000↑,平手,0.820↓,0.940,平手,0.880,走盘,0,0
30,伯明翰,富勒姆,37,43,12,9,2.90,3.25,2.45,3.75,3.60,2.00,3.00,3.20,2.40,3.50,3.60,2.00,1.060↑,受平手/半球,0.760↓,0.980,受平手/半球,0.840,赢,1,0
30,纽  卡,德比郡,59,46,2,7,1.85,3.50,4.33,1.80,3.60,4.80,1.83,3.50,4.33,1.75,3.50,4.75,1.020↑,半球/一球,0.800↓,1.000,半球/一球,0.820,赢半,1,0
30,伯 顿,狼  队,28,35,21,16,2.90,3.20,2.50,3.40,3.20,2.30,2.90,3.20,2.40,3.30,3.10,2.30,0.920↑,受平手/半球,0.900↓,0.760,受平手/半球,1.060,赢,2,1
30,诺丁汉,维  拉,33,36,19,14,3.10,3.10,2.40,3.20,3.20,2.40,3.10,3.10,2.38,3.20,3.10,2.30,0.860↑,受平手/半球,0.960↓,0.760,受平手/半球,1.060,赢,2,1
30,哈德斯,利  兹,52,54,5,4,2.30,3.20,3.20,2.20,3.25,3.60,2.30,3.20,3.20,2.20,3.20,3.60,0.860↓,平手/半球,0.960↑,0.980,平手/半球,0.840,赢,2,1
30,布伦特,布赖顿,36,60,13,2,3.30,3.20,2.25,2.90,3.40,2.50,3.40,3.25,2.20,2.88,3.30,2.40,0.800↓,受平手/半球,1.020↑,0.880,受平手/半球,0.940,赢半,3,3
31,谢周三,伯明翰,49,40,6,12,1.80,3.50,4.60,1.80,3.50,5.00,1.83,3.50,4.33,1.73,3.60,5.00,0.960↓,半球/一球,0.860↑,1.000,半球/一球,0.820,赢,3,0
31,布赖顿,伯 顿,61,31,2,21,1.50,4.00,7.00,1.50,4.33,7.00,1.48,4.33,6.50,1.50,4.00,7.50,0.860↑,一球,0.960↓,0.820,一球,1.000,赢,4,1
31,德比郡,布里斯,46,31,8,20,1.75,3.60,4.75,1.85,3.60,4.50,1.75,3.60,4.50,1.91,3.30,4.20,0.900↑,半球,0.920↓,0.800,半球,1.020,输,3,3
31,普雷斯,布伦特,42,37,11,13,2.37,3.40,2.90,2.25,3.30,3.40,2.40,3.25,3.00,2.20,3.30,3.30,1.140↑,半球x升,0.680↓,1.020,平手/半球,0.800,赢,4,2
31,富勒姆,维  冈,43,26,10,23,1.60,4.00,5.50,1.61,4.00,6.00,1.67,3.75,5.00,1.60,3.80,5.50,1.060↑,一球,0.760↓,1.000,一球,0.820,走盘,3,2
31,利  兹,加的夫,54,36,5,17,2.15,3.25,3.50,2.10,3.20,4.00,1.95,3.40,3.80,2.10,3.00,3.80,1.120↑,半球,0.700↓,1.060,半球,0.760,输,0,2
31,诺维奇,诺丁汉,47,36,7,15,1.67,3.80,5.00,1.61,4.20,5.50,1.83,3.50,4.33,1.60,4.00,5.50,0.700↓,半球/一球,1.120↑,0.820,半球/一球,1.000,赢,5,1
31,罗瑟汉,布莱克,16,28,24,22,2.87,3.30,2.45,3.00,3.30,2.50,2.90,3.30,2.40,2.90,3.30,2.40,0.760,受平手/半球,1.060,0.760,受平手/半球,1.060,赢半,1,1
31,巡游者,哈德斯,34,55,19,4,3.40,3.20,2.20,3.40,3.20,2.30,2.90,3.20,2.40,3.20,3.20,2.30,1.220↑,平手x升,0.600↓,0.960,受平手/半球,0.860,输,1,2
31,维  拉,伊普斯,36,36,14,16,1.80,3.50,4.60,1.83,3.40,5.00,1.85,3.50,4.20,1.75,3.40,4.75,1.040↑,半球/一球,0.780↓,0.980,半球/一球,0.840,输,0,1
31,雷  丁,巴恩斯,56,45,3,9,1.95,3.60,3.75,1.85,3.70,4.33,2.00,3.50,3.60,1.91,3.60,3.80,0.820↓,半球,1.000↑,0.880,半球,0.940,输,0,0
31,狼  队,纽  卡,35,62,18,1,3.60,3.40,2.05,3.60,3.25,2.20,3.60,3.40,2.05,3.50,3.20,2.15,1.020,受平手/半球,0.800,1.020,受平手/半球,0.800,输,0,1
32,巡游者,伯 顿,33,25,17,22,2.25,3.30,3.20,2.10,3.30,3.80,2.25,3.30,3.10,2.00,3.30,3.80,0.760↓,平手/半球,1.060↑,0.880,平手/半球,0.940,输,1,2
32,利  兹,布里斯,54,32,5,20,1.91,3.30,3.75,2.10,3.30,3.80,1.75,3.50,4.75,2.05,3.20,3.80,1.040↑,半球,0.780↓,1.020,半球,0.800,赢,2,1
32,狼  队,维  冈,35,26,18,23,1.83,3.40,4.00,2.00,3.40,4.00,2.15,3.30,3.40,2.00,3.20,3.80,0.960↓,半球,0.860↑,0.980,半球,0.840,输,0,1
32,德比郡,加的夫,47,39,8,14,1.73,3.40,4.50,2.05,3.25,4.00,2.10,3.25,3.60,2.05,3.10,3.80,1.060↑,半球,0.760↓,1.020,半球,0.800,输,3,4
32,诺维奇,纽  卡,50,65,7,1,2.80,3.30,2.30,2.80,3.30,2.62,2.90,3.30,2.40,2.62,3.20,2.70,0.960↑,平手,0.860↓,0.860,平手,0.960,走盘,2,2
32,富勒姆,诺丁汉,46,36,9,17,1.67,3.60,4.50,1.50,4.60,6.50,1.65,3.80,5.00,1.44,4.50,6.50,1.000↑,一球/球半x升,0.820↓,0.900,一球,0.920,输半,3,2
32,谢周三,布莱克,52,29,6,22,1.61,3.75,4.80,1.67,3.75,5.50,1.70,3.60,5.25,1.62,3.75,5.75,0.800↓,半球/一球x降,1.020↑,1.060,一球,0.760,赢半,2,1
32,普雷斯,伯明翰,45,40,11,12,2.10,3.30,3.20,2.05,3.40,3.80,2.15,3.30,3.40,2.00,3.30,3.75,1.000,半球,0.820,1.000,半球,0.820,赢,2,1
32,罗瑟汉,哈德斯,17,58,24,3,4.20,3.60,1.73,5.50,3.80,1.67,4.75,3.80,1.70,5.50,3.75,1.65,1.000↑,受半球/一球,0.820↓,0.940,受半球/一球,0.880,输半,2,3
32,布赖顿,伊普斯,64,39,2,13,1.57,3.80,5.00,1.50,4.20,7.50,1.62,3.75,6.00,1.50,3.80,7.00,0.860↓,一球,0.960↑,0.900,一球,0.920,输,1,1
32,维  拉,巴恩斯,36,46,16,10,1.80,3.40,4.00,1.73,3.75,5.00,2.00,3.40,3.60,1.67,3.75,5.00,0.820↓,半球/一球,1.000↑,1.020,半球/一球,0.800,输,1,3
32,雷  丁,布伦特,57,37,4,15,2.05,3.30,3.30,2.25,3.50,3.25,2.00,3.50,3.50,2.20,3.40,3.20,0.900↑,平手/半球,0.920↓,0.860,平手/半球,0.960,赢,3,2
33,巴恩斯,布赖顿,49,65,9,2,3.50,3.30,2.00,3.40,3.30,2.15,3.60,3.40,2.00,3.60,3.50,2.00,0.800↓,受半球,1.020↑,0.820,受半球,1.000,输,0,2
33,加的夫,罗瑟汉,42,17,12,24,1.50,3.80,6.00,1.53,4.00,7.00,1.53,4.00,6.00,1.50,4.20,6.50,0.860↑,一球,0.960↓,0.840,一球,0.980,赢,5,0
33,伯明翰,巡游者,40,34,14,19,2.25,3.20,3.00,2.50,3.20,3.10,2.30,3.20,3.20,2.40,3.10,3.00,1.080↑,平手/半球,0.740↓,0.980,平手/半球,0.840,输,1,4
